date	hour	hour_dec	time_row	I	Tdb	rh	wind 	Patm	mdot_a
09_08_2021	11	11	947	797.2	22.1	44	2.4	98210	0.2
09_08_2021	12	12	948	736.1	22.3	45	2.7	98210	0.2
09_08_2021	13	13	949	583.3	22.9	46	1.9	98200	0.2
09_08_2021	14	14	950	572.2	23.8	40	1.8	98180	0.2
09_08_2021	15	15	951	575.0	24.6	40	2.3	98140	0.2
09_08_2021	16	16	952	366.7	23.2	47	3.6	98160	0.2
09_08_2021	17	17	953	111.1	22.5	47	2.7	98150	0.2
09_08_2021	18	18	954	58.3	21.2	55	2.2	98140	0.2
09_08_2021	19	19	955	5.6	20.6	55	1.4	98170	0.2
09_08_2021	20	20	956	0.0	19.9	57	1.2	98220	0.2
09_08_2021	21	21	957	0.0	18.8	62	1.2	98230	0.2
09_08_2021	22	22	958	0.0	17.2	73	1.1	98230	0.2
09_08_2021	23	23	959	0.0	16.6	67	2.3	98220	0.2
10_08_2021	0	0	960	0.0	15.7	71	2.3	98230	0.2
10_08_2021	1	1	961	0.0	15.3	75	3.1	98220	0.2
10_08_2021	2	2	962	0.0	14.4	80	2.7	98190	0.2
10_08_2021	3	3	963	0.0	13.9	83	2.5	98170	0.2
10_08_2021	4	4	964	2.8	13.5	85	3	98180	0.2
10_08_2021	5	5	965	30.6	13.7	85	3.1	98210	0.2
10_08_2021	6	6	966	100.0	14.5	83	2.6	98230	0.2
10_08_2021	7	7	967	286.1	16.3	75	2	98220	0.2
10_08_2021	8	8	968	447.2	17.6	71	2.9	98180	0.2
10_08_2021	9	9	969	436.1	19.6	70	3.4	98170	0.2
10_08_2021	10	10	970	463.9	20.6	63	1.8	98190	0.2
10_08_2021	11	11	971	544.4	21.9	56	1.4	98180	0.2
10_08_2021	12	12	972	611.1	22.7	53	1.9	98170	0.2
10_08_2021	13	13	973	638.9	23.1	53	2.8	98130	0.2
10_08_2021	14	14	974	452.8	23.3	53	2.9	98100	0.2
10_08_2021	15	15	975	469.4	22.6	52	3.4	98100	0.2
10_08_2021	16	16	976	308.3	23	53	2.4	98080	0.2
10_08_2021	17	17	977	202.8	22.7	54	1.8	98060	0.2
10_08_2021	18	18	978	44.4	22.1	56	1.5	98080	0.2
10_08_2021	19	19	979	2.8	20.5	63	1.9	98120	0.2
10_08_2021	20	20	980	0.0	20.1	65	2.2	98150	0.2
10_08_2021	21	21	981	0.0	19.4	70	1.3	98170	0.2
10_08_2021	22	22	982	0.0	19	72	1.7	98200	0.2
10_08_2021	23	23	983	0.0	18.3	76	2.2	98230	0.2
11_08_2021	0	0	984	0.0	17.5	79	2.3	98230	0.2
11_08_2021	1	1	985	0.0	17	82	1.9	98230	0.2
11_08_2021	2	2	986	0.0	16.6	83	2.6	98230	0.2
11_08_2021	3	3	987	0.0	15.7	87	2.9	98220	0.2
11_08_2021	4	4	988	2.8	15.4	88	3.3	98230	0.2
11_08_2021	5	5	989	55.6	15.4	88	2.6	98240	0.2
11_08_2021	6	6	990	211.1	16.9	81	3.1	98260	0.2
11_08_2021	7	7	991	266.7	18.2	76	1.5	98290	0.2
11_08_2021	8	8	992	533.3	21.1	68	1.7	98280	0.2
11_08_2021	9	9	993	661.1	22.9	60	1.8	98270	0.2
11_08_2021	10	10	994	758.3	24.9	56	1.8	98270	0.2
11_08_2021	11	11	995	605.6	25.9	53	1.9	98260	0.2
11_08_2021	12	12	996	611.1	25.3	55	2.6	98250	0.2
11_08_2021	13	13	997	702.8	25.9	52	3.2	98240	0.2
11_08_2021	14	14	998	527.8	25.5	54	2.9	98230	0.2
11_08_2021	15	15	999	472.2	26.2	45	3	98210	0.2
11_08_2021	16	16	1000	272.2	26.4	44	3.7	98200	0.2
11_08_2021	17	17	1001	180.6	25.5	45	3.6	98210	0.2
11_08_2021	18	18	1002	63.9	24.9	48	2.7	98220	0.2
11_08_2021	19	19	1003	2.8	23.2	56	1.9	98270	0.2
11_08_2021	20	20	1004	0.0	22.1	61	1.1	98310	0.2
11_08_2021	21	21	1005	0.0	21.5	64	0.8	98320	0.2
11_08_2021	22	22	1006	0.0	19.2	75	0.7	98330	0.2
11_08_2021	23	23	1007	0.0	18.3	81	0.8	98350	0.2
12_08_2021	0	0	1008	0.0	17.9	83	1.2	98360	0.2
12_08_2021	1	1	1009	0.0	16.7	89	1.8	98350	0.2
12_08_2021	2	2	1010	0.0	16.7	89	2.4	98360	0.2
12_08_2021	3	3	1011	0.0	16.6	88	3.4	98330	0.2
12_08_2021	4	4	1012	2.8	16.2	89	3.5	98310	0.2
12_08_2021	5	5	1013	66.7	15.9	89	3.1	98330	0.2
12_08_2021	6	6	1014	144.4	17.3	83	2.7	98360	0.2
12_08_2021	7	7	1015	355.6	19	76	2.9	98340	0.2
12_08_2021	8	8	1016	544.4	21.7	68	2.1	98360	0.2
12_08_2021	9	9	1017	650.0	23.5	60	2.2	98340	0.2
12_08_2021	10	10	1018	630.6	25	58	1.8	98320	0.2
12_08_2021	11	11	1019	747.2	27	52	1.3	98300	0.2
12_08_2021	12	12	1020	644.4	27.5	44	1.6	98270	0.2
12_08_2021	13	13	1021	761.1	28.5	42	1.4	98260	0.2
12_08_2021	14	14	1022	652.8	28.7	41	1.5	98230	0.2
12_08_2021	15	15	1023	544.4	29.5	41	1.7	98200	0.2
12_08_2021	16	16	1024	366.7	29	40	1.8	98160	0.2
12_08_2021	17	17	1025	208.3	28.6	40	2.3	98130	0.2
12_08_2021	18	18	1026	69.4	27.9	40	2.2	98150	0.2
12_08_2021	19	19	1027	0.0	25.9	46	1.8	98240	0.2
12_08_2021	20	20	1028	0.0	25.2	51	1.9	98250	0.2
12_08_2021	21	21	1029	0.0	23.5	59	1.1	98210	0.2
12_08_2021	22	22	1030	0.0	22	64	2.1	98250	0.2
12_08_2021	23	23	1031	0.0	21.3	68	2.3	98290	0.2
13_08_2021	0	0	1032	0.0	21.2	67	2.6	98330	0.2
13_08_2021	1	1	1033	0.0	19.8	76	2.1	98330	0.2
13_08_2021	2	2	1034	0.0	19.6	79	3.2	98350	0.2
13_08_2021	3	3	1035	0.0	19.3	80	2	98330	0.2
13_08_2021	4	4	1036	0.0	18.9	84	1.7	98360	0.2
13_08_2021	5	5	1037	13.9	18.8	83	1.3	98400	0.2
13_08_2021	6	6	1038	163.9	19.3	83	1.2	98430	0.2
13_08_2021	7	7	1039	266.7	22.7	72	0.6	98450	0.2
13_08_2021	8	8	1040	477.8	23.3	70	1	98480	0.2
13_08_2021	9	9	1041	622.2	24.7	65	1.3	98510	0.2
13_08_2021	10	10	1042	694.4	26.1	59	1.7	98520	0.2
13_08_2021	11	11	1043	758.3	27	55	1.9	98520	0.2
13_08_2021	12	12	1044	744.4	28.2	55	2	98490	0.2
13_08_2021	13	13	1045	555.6	28.8	53	2.6	98480	0.2
13_08_2021	14	14	1046	475.0	28.9	52	3.5	98470	0.2
13_08_2021	15	15	1047	522.2	29.3	50	5.5	98440	0.2
13_08_2021	16	16	1048	363.9	29	50	5.6	98440	0.2
13_08_2021	17	17	1049	205.6	28.3	52	5	98440	0.2
13_08_2021	18	18	1050	63.9	27.1	54	4.7	98440	0.2
13_08_2021	19	19	1051	2.8	25.6	56	4.3	98510	0.2
13_08_2021	20	20	1052	0.0	24.6	57	3	98550	0.2
13_08_2021	21	21	1053	0.0	23.6	58	2.6	98560	0.2
13_08_2021	22	22	1054	0.0	22.3	64	2.2	98560	0.2
13_08_2021	23	23	1055	0.0	22.2	64	2.5	98570	0.2
14_08_2021	0	0	1056	0.0	20.9	70	1.2	98590	0.2
14_08_2021	1	1	1057	0.0	20.3	73	0.8	98560	0.2
14_08_2021	2	2	1058	0.0	18.6	82	1.1	98550	0.2
14_08_2021	3	3	1059	0.0	18.4	83	1.1	98530	0.2
14_08_2021	4	4	1060	2.8	17.9	85	2.4	98520	0.2
14_08_2021	5	5	1061	61.1	17.2	90	2.1	98520	0.2
14_08_2021	6	6	1062	208.3	19	83	1.9	98540	0.2
14_08_2021	7	7	1063	375.0	21	74	2	98540	0.2
14_08_2021	8	8	1064	530.6	23.1	66	2.3	98530	0.2
14_08_2021	9	9	1065	652.8	25	58	1.7	98500	0.2
14_08_2021	10	10	1066	747.2	26.2	52	1.7	98470	0.2
14_08_2021	11	11	1067	800.0	27.2	51	1.7	98400	0.2
14_08_2021	12	12	1068	672.2	29	51	1.7	98350	0.2
14_08_2021	13	13	1069	755.6	28.8	48	1.8	98300	0.2
14_08_2021	14	14	1070	677.8	29.6	46	1.8	98260	0.2
14_08_2021	15	15	1071	530.6	29.4	47	2	98220	0.2
14_08_2021	16	16	1072	347.2	28.8	47	2.2	98190	0.2
14_08_2021	17	17	1073	194.4	28.9	50	1.7	98160	0.2
14_08_2021	18	18	1074	55.6	28	51	1.4	98140	0.2
14_08_2021	19	19	1075	2.8	26.6	56	1.5	98150	0.2
14_08_2021	20	20	1076	0.0	25.4	60	0.9	98160	0.2
14_08_2021	21	21	1077	0.0	24.3	65	1.7	98140	0.2
14_08_2021	22	22	1078	0.0	23.7	66	1.8	98150	0.2
14_08_2021	23	23	1079	0.0	22.7	72	1.4	98140	0.2
15_08_2021	0	0	1080	0.0	21.6	75	0.9	98110	0.2
15_08_2021	1	1	1081	0.0	20.5	84	1.3	98070	0.2
15_08_2021	2	2	1082	0.0	19.7	88	2.2	98020	0.2
15_08_2021	3	3	1083	0.0	19	92	1.4	98020	0.2
15_08_2021	4	4	1084	2.8	18.6	92	1.7	97990	0.2
15_08_2021	5	5	1085	55.6	18.4	94	2.1	97970	0.2
15_08_2021	6	6	1086	191.7	19.6	85	2.1	98010	0.2
15_08_2021	7	7	1087	355.6	21.7	79	0.9	97960	0.2
15_08_2021	8	8	1088	508.3	22.8	71	1	97950	0.2
15_08_2021	9	9	1089	641.7	24.9	64	1.2	97920	0.2
15_08_2021	10	10	1090	716.7	26.4	60	1.6	97860	0.2
15_08_2021	11	11	1091	291.7	27.5	56	1.9	97810	0.2
15_08_2021	12	12	1092	138.9	26.7	60	1	97750	0.2
15_08_2021	13	13	1093	508.3	28.2	54	1.3	97700	0.2
15_08_2021	14	14	1094	91.7	23.5	64	2.4	97640	0.2
15_08_2021	15	15	1095	405.6	22.4	82	3.8	97700	0.2
15_08_2021	16	16	1096	216.7	23.3	80	1.6	97640	0.2
15_08_2021	17	17	1097	33.3	23.3	77	1.1	97580	0.2
15_08_2021	18	18	1098	11.1	23.1	73	1.7	97570	0.2
15_08_2021	19	19	1099	0.0	21.6	85	2.8	97580	0.2
15_08_2021	20	20	1100	0.0	21.3	86	3.3	97600	0.2
15_08_2021	21	21	1101	0.0	20.9	87	2.2	97580	0.2
15_08_2021	22	22	1102	0.0	19.9	91	1.1	97560	0.2
15_08_2021	23	23	1103	0.0	19.9	91	3	97550	0.2
16_08_2021	0	0	1104	0.0	19.6	92	3.5	97500	0.2
16_08_2021	1	1	1105	0.0	19.6	91	2.7	97450	0.2
16_08_2021	2	2	1106	0.0	19.6	90	2.6	97430	0.2
16_08_2021	3	3	1107	0.0	20.1	88	2.8	97500	0.2
16_08_2021	4	4	1108	2.8	20.5	83	3.2	97520	0.2
16_08_2021	5	5	1109	33.3	19.8	81	3.8	97550	0.2
16_08_2021	6	6	1110	94.4	19.4	81	5.1	97650	0.2
16_08_2021	7	7	1111	261.1	19.9	71	5	97720	0.2
16_08_2021	8	8	1112	397.2	20	65	4.3	97740	0.2
16_08_2021	9	9	1113	250.0	19.5	65	5.4	97760	0.2
16_08_2021	10	10	1114	427.8	20.1	61	6.3	97740	0.2
16_08_2021	11	11	1115	486.1	19.8	58	7	97730	0.2
16_08_2021	12	12	1116	636.1	21.1	56	5.9	97690	0.2
16_08_2021	13	13	1117	605.6	21.3	55	6.5	97700	0.2
16_08_2021	14	14	1118	569.4	21.2	46	7	97690	0.2
16_08_2021	15	15	1119	338.9	21.4	52	6.2	97690	0.2
16_08_2021	16	16	1120	263.9	21.1	50	6.4	97770	0.2
16_08_2021	17	17	1121	102.8	20.1	56	6.5	97760	0.2
16_08_2021	18	18	1122	13.9	19.2	56	5.2	97780	0.2
16_08_2021	19	19	1123	0.0	16.9	72	5.9	97920	0.2
16_08_2021	20	20	1124	0.0	13.4	93	6.1	98070	0.2
16_08_2021	21	21	1125	0.0	14	88	4.1	98100	0.2
16_08_2021	22	22	1126	0.0	13.9	90	3.5	98100	0.2
16_08_2021	23	23	1127	0.0	12	92	4.9	98210	0.2
17_08_2021	0	0	1128	0.0	11.5	92	3.2	98190	0.2
17_08_2021	1	1	1129	0.0	11.4	92	2.6	98210	0.2
17_08_2021	2	2	1130	0.0	11	87	3.4	98280	0.2
17_08_2021	3	3	1131	0.0	10.5	88	3.2	98310	0.2
17_08_2021	4	4	1132	2.8	10	88	2.6	98320	0.2
17_08_2021	5	5	1133	38.9	9.8	86	2.1	98370	0.2
17_08_2021	6	6	1134	208.3	10.9	80	2.6	98390	0.2
17_08_2021	7	7	1135	361.1	13	73	2.2	98420	0.2
17_08_2021	8	8	1136	388.9	13.7	68	2.7	98440	0.2
17_08_2021	9	9	1137	575.0	14.7	61	3.6	98450	0.2
17_08_2021	10	10	1138	425.0	16	53	3.8	98420	0.2
17_08_2021	11	11	1139	616.7	15.8	52	3.7	98380	0.2
17_08_2021	12	12	1140	852.8	16.8	45	3.6	98340	0.2
17_08_2021	13	13	1141	675.0	18	43	3.4	98310	0.2
17_08_2021	14	14	1142	347.2	17.8	46	3.5	98250	0.2
17_08_2021	15	15	1143	197.2	17.6	50	3.7	98230	0.2
17_08_2021	16	16	1144	66.7	17	55	4	98200	0.2
17_08_2021	17	17	1145	44.4	16.7	58	3.2	98170	0.2
17_08_2021	18	18	1146	5.6	16.3	62	3	98170	0.2
17_08_2021	19	19	1147	0.0	14.9	74	2.2	98200	0.2
17_08_2021	20	20	1148	0.0	14.1	83	1.8	98240	0.2
17_08_2021	21	21	1149	0.0	13.7	83	1.8	98200	0.2
17_08_2021	22	22	1150	0.0	13.8	83	2.1	98190	0.2
17_08_2021	23	23	1151	0.0	13.9	85	3.2	98160	0.2
18_08_2021	0	0	1152	0.0	13.8	84	2.6	98180	0.2
18_08_2021	1	1	1153	0.0	13.7	87	1.6	98160	0.2
18_08_2021	2	2	1154	0.0	13.9	83	1.2	98140	0.2
18_08_2021	3	3	1155	0.0	14	83	1.8	98140	0.2
18_08_2021	4	4	1156	0.0	13.9	83	1.8	98140	0.2
18_08_2021	5	5	1157	8.3	14	83	1.6	98160	0.2
18_08_2021	6	6	1158	41.7	13.8	87	1.4	98170	0.2
18_08_2021	7	7	1159	102.8	14.7	83	1.8	98180	0.2
18_08_2021	8	8	1160	238.9	15.4	79	1.9	98170	0.2
18_08_2021	9	9	1161	213.9	16.7	74	2.8	98170	0.2
18_08_2021	10	10	1162	233.3	17	72	3.6	98170	0.2
18_08_2021	11	11	1163	416.7	18.1	71	3.9	98150	0.2
18_08_2021	12	12	1164	233.3	18.1	71	3.8	98140	0.2
18_08_2021	13	13	1165	358.3	18.9	65	3.4	98120	0.2
18_08_2021	14	14	1166	325.0	19.5	62	3.6	98080	0.2
18_08_2021	15	15	1167	163.9	19.2	64	3.8	98060	0.2
18_08_2021	16	16	1168	244.4	19.6	66	3.6	98050	0.2
18_08_2021	17	17	1169	86.1	19	66	4	98010	0.2
18_08_2021	18	18	1170	16.7	18.7	67	3.1	98000	0.2
18_08_2021	19	19	1171	0.0	18	72	3.1	98020	0.2
18_08_2021	20	20	1172	0.0	17	79	3.1	98040	0.2
18_08_2021	21	21	1173	0.0	17.1	77	1.3	98030	0.2
18_08_2021	22	22	1174	0.0	16.9	77	1.2	98040	0.2
18_08_2021	23	23	1175	0.0	16.7	79	1.6	98040	0.2
19_08_2021	0	0	1176	0.0	16.5	78	2.2	98030	0.2
19_08_2021	1	1	1177	0.0	16.4	79	2.1	97990	0.2
19_08_2021	2	2	1178	0.0	16.3	80	1.8	97980	0.2
19_08_2021	3	3	1179	0.0	16.2	80	2	97970	0.2
19_08_2021	4	4	1180	0.0	16.1	80	1.8	97950	0.2
19_08_2021	5	5	1181	13.9	16.2	78	2	97930	0.2
19_08_2021	6	6	1182	52.8	16.5	76	1.2	97990	0.2
19_08_2021	7	7	1183	169.4	17.1	75	1.2	98000	0.2
19_08_2021	8	8	1184	216.7	17.6	72	1.9	98010	0.2
19_08_2021	9	9	1185	322.2	18.1	71	2.1	98020	0.2
19_08_2021	10	10	1186	427.8	19.5	63	2.6	98000	0.2
19_08_2021	11	11	1187	166.7	19.2	63	2.1	97990	0.2
19_08_2021	12	12	1188	291.7	19.5	68	1.8	97980	0.2
19_08_2021	13	13	1189	288.9	20.5	62	1.3	97960	0.2
19_08_2021	14	14	1190	125.0	20.4	61	1.4	97940	0.2
19_08_2021	15	15	1191	80.6	20.5	60	1.4	97920	0.2
19_08_2021	16	16	1192	69.4	19.8	64	2	97900	0.2
19_08_2021	17	17	1193	75.0	20.2	64	1.7	97900	0.2
19_08_2021	18	18	1194	16.7	19.7	67	1.8	97890	0.2
19_08_2021	19	19	1195	0.0	19	69	2	97920	0.2
19_08_2021	20	20	1196	0.0	18.4	71	1.8	97960	0.2
19_08_2021	21	21	1197	0.0	18.2	72	1.5	97970	0.2
19_08_2021	22	22	1198	0.0	18.3	72	1.1	97990	0.2
19_08_2021	23	23	1199	0.0	18	73	1.4	97980	0.2
20_08_2021	0	0	1200	0.0	17.3	79	0.9	97970	0.2
20_08_2021	1	1	1201	0.0	17.1	80	1.1	97950	0.2
20_08_2021	2	2	1202	0.0	16.6	81	1	97940	0.2
20_08_2021	3	3	1203	0.0	16.7	78	0.7	97950	0.2
20_08_2021	4	4	1204	0.0	16.3	87	0.9	97960	0.2
20_08_2021	5	5	1205	13.9	16.7	82	1.3	97980	0.2
20_08_2021	6	6	1206	72.2	17.2	82	1.2	98030	0.2
20_08_2021	7	7	1207	272.2	18.2	74	0.9	98060	0.2
20_08_2021	8	8	1208	369.4	19.1	73	2.2	98060	0.2
20_08_2021	9	9	1209	422.2	21	69	2.4	98090	0.2
20_08_2021	10	10	1210	425.0	21	63	2.9	98080	0.2
20_08_2021	11	11	1211	738.9	21.7	53	2.9	98070	0.2
20_08_2021	12	12	1212	572.2	22.2	54	3.1	98050	0.2
20_08_2021	13	13	1213	758.3	23.1	50	2.7	98050	0.2
20_08_2021	14	14	1214	438.9	22.7	50	3.2	98040	0.2
20_08_2021	15	15	1215	383.3	23.4	48	2.8	98030	0.2
20_08_2021	16	16	1216	319.4	23.2	49	2.5	98040	0.2
20_08_2021	17	17	1217	161.1	23.3	47	2	98050	0.2
20_08_2021	18	18	1218	38.9	22.3	51	1.7	98060	0.2
20_08_2021	19	19	1219	0.0	20.6	58	1.4	98100	0.2
20_08_2021	20	20	1220	0.0	19.6	62	1	98150	0.2
20_08_2021	21	21	1221	0.0	19.2	67	0.7	98170	0.2
20_08_2021	22	22	1222	0.0	17.3	76	0.8	98180	0.2
20_08_2021	23	23	1223	0.0	16.3	82	0.8	98180	0.2
21_08_2021	0	0	1224	0.0	16	83	0.9	98170	0.2
21_08_2021	1	1	1225	0.0	15.8	84	1.2	98160	0.2
21_08_2021	2	2	1226	0.0	15.4	87	0.6	98140	0.2
21_08_2021	3	3	1227	0.0	14.8	89	0.6	98120	0.2
21_08_2021	4	4	1228	0.0	14.7	90	1.2	98110	0.2
21_08_2021	5	5	1229	50.0	14.2	94	0.8	98130	0.2
21_08_2021	6	6	1230	136.1	15.1	90	1.1	98140	0.2
21_08_2021	7	7	1231	280.6	16.8	81	1.2	98170	0.2
21_08_2021	8	8	1232	491.7	19.5	69	2	98160	0.2
21_08_2021	9	9	1233	619.4	21.7	63	2.4	98160	0.2
21_08_2021	10	10	1234	705.6	23.4	60	2.1	98140	0.2
21_08_2021	11	11	1235	761.1	25	54	1.8	98110	0.2
21_08_2021	12	12	1236	650.0	25.5	51	1.9	98070	0.2
21_08_2021	13	13	1237	611.1	26.6	46	1.7	98050	0.2
21_08_2021	14	14	1238	616.7	27.2	44	1.8	98000	0.2
21_08_2021	15	15	1239	433.3	27.7	44	2	97970	0.2
21_08_2021	16	16	1240	297.2	27.2	46	2.1	97980	0.2
21_08_2021	17	17	1241	136.1	26.1	50	3.3	97960	0.2
21_08_2021	18	18	1242	30.6	24.7	55	2.9	97970	0.2
21_08_2021	19	19	1243	0.0	23.2	59	2.2	98000	0.2
21_08_2021	20	20	1244	0.0	22.5	63	1.4	98030	0.2
21_08_2021	21	21	1245	0.0	22.1	64	0.9	97990	0.2
21_08_2021	22	22	1246	0.0	20.1	75	1.2	97990	0.2
21_08_2021	23	23	1247	0.0	19.4	79	1.7	97990	0.2
22_08_2021	0	0	1248	0.0	19.8	75	1.3	98000	0.2
22_08_2021	1	1	1249	0.0	16.4	90	5.5	98170	0.2
22_08_2021	2	2	1250	0.0	15.7	95	3	98070	0.2
22_08_2021	3	3	1251	0.0	16.4	94	4.4	98020	0.2
22_08_2021	4	4	1252	0.0	16.7	90	3.6	98040	0.2
22_08_2021	5	5	1253	30.6	17	88	1.8	98080	0.2
22_08_2021	6	6	1254	55.6	17	94	2.5	98110	0.2
22_08_2021	7	7	1255	108.3	18.2	89	2	98090	0.2
22_08_2021	8	8	1256	186.1	19.3	81	1.6	98090	0.2
22_08_2021	9	9	1257	261.1	20.5	77	2	98130	0.2
22_08_2021	10	10	1258	150.0	19.2	80	2.8	98130	0.2
22_08_2021	11	11	1259	61.1	18.5	88	3.1	98120	0.2
22_08_2021	12	12	1260	138.9	16.4	90	3.7	98160	0.2
22_08_2021	13	13	1261	172.2	16.7	94	2.6	98160	0.2
22_08_2021	14	14	1262	105.6	16.9	91	2.8	98120	0.2
22_08_2021	15	15	1263	116.7	17.4	94	1.2	98100	0.2
22_08_2021	16	16	1264	36.1	16	91	2	98160	0.2
22_08_2021	17	17	1265	97.2	15.7	92	3	98180	0.2
22_08_2021	18	18	1266	44.4	16.5	84	1.3	98200	0.2
22_08_2021	19	19	1267	0.0	15.4	85	2.1	98220	0.2
22_08_2021	20	20	1268	0.0	15.4	83	2.4	98290	0.2
22_08_2021	21	21	1269	0.0	14.8	86	2	98330	0.2
22_08_2021	22	22	1270	0.0	15.4	84	2.8	98340	0.2
22_08_2021	23	23	1271	0.0	15.5	83	2.2	98350	0.2
23_08_2021	0	0	1272	0.0	15.2	86	2.9	98350	0.2
23_08_2021	1	1	1273	0.0	14.7	90	2.7	98320	0.2
23_08_2021	2	2	1274	0.0	15.1	85	2.4	98330	0.2
23_08_2021	3	3	1275	0.0	15	88	1.6	98320	0.2
23_08_2021	4	4	1276	0.0	15.2	85	0.9	98320	0.2
23_08_2021	5	5	1277	8.3	15	87	1	98350	0.2
23_08_2021	6	6	1278	66.7	15.1	88	1.1	98370	0.2
23_08_2021	7	7	1279	130.6	15.7	85	1	98360	0.2
23_08_2021	8	8	1280	186.1	16.4	82	1.2	98370	0.2
23_08_2021	9	9	1281	250.0	17.5	78	2	98400	0.2
23_08_2021	10	10	1282	325.0	17.7	80	1.7	98410	0.2
23_08_2021	11	11	1283	383.3	18.1	73	3.4	98410	0.2
23_08_2021	12	12	1284	630.6	19	70	4.3	98390	0.2
23_08_2021	13	13	1285	738.9	19.6	64	3.4	98370	0.2
23_08_2021	14	14	1286	580.6	19.5	68	3.5	98350	0.2
23_08_2021	15	15	1287	411.1	20.8	65	3.4	98340	0.2
23_08_2021	16	16	1288	163.9	20.4	62	3.6	98350	0.2
23_08_2021	17	17	1289	69.4	18	83	1.7	98390	0.2
23_08_2021	18	18	1290	11.1	16.8	89	1.6	98440	0.2
23_08_2021	19	19	1291	0.0	16.3	91	2.2	98480	0.2
23_08_2021	20	20	1292	0.0	16.2	92	2.7	98570	0.2
23_08_2021	21	21	1293	0.0	15.5	91	1.9	98600	0.2
23_08_2021	22	22	1294	0.0	15.3	88	1.3	98600	0.2
23_08_2021	23	23	1295	0.0	14.4	92	1.3	98620	0.2
24_08_2021	0	0	1296	0.0	14.6	91	1.5	98630	0.2
24_08_2021	1	1	1297	0.0	14.4	84	1.6	98620	0.2
24_08_2021	2	2	1298	0.0	13.8	83	1.9	98610	0.2
24_08_2021	3	3	1299	0.0	12.8	90	1.4	98610	0.2
24_08_2021	4	4	1300	0.0	12.2	93	1.4	98620	0.2
24_08_2021	5	5	1301	25.0	11.9	95	1.5	98650	0.2
24_08_2021	6	6	1302	94.4	12.6	95	1.4	98670	0.2
24_08_2021	7	7	1303	119.4	13.2	88	1.5	98680	0.2
24_08_2021	8	8	1304	191.7	13.3	86	1.6	98670	0.2
24_08_2021	9	9	1305	283.3	14.3	77	2	98700	0.2
24_08_2021	10	10	1306	244.4	15.1	78	1.7	98680	0.2
24_08_2021	11	11	1307	250.0	15.3	77	2.3	98700	0.2
24_08_2021	12	12	1308	261.1	15.7	76	2.1	98710	0.2
24_08_2021	13	13	1309	222.2	16.3	75	2.6	98710	0.2
24_08_2021	14	14	1310	311.1	17	73	2.5	98690	0.2
24_08_2021	15	15	1311	230.6	17.5	71	3	98670	0.2
24_08_2021	16	16	1312	261.1	18.3	68	2.9	98640	0.2
24_08_2021	17	17	1313	161.1	18.3	69	3.1	98600	0.2
24_08_2021	18	18	1314	33.3	17.5	71	3	98620	0.2
24_08_2021	19	19	1315	0.0	16.7	72	2.7	98640	0.2
24_08_2021	20	20	1316	0.0	15.8	76	1.3	98640	0.2
24_08_2021	21	21	1317	0.0	14.8	81	1.1	98640	0.2
24_08_2021	22	22	1318	0.0	14.2	82	1.5	98620	0.2
24_08_2021	23	23	1319	0.0	13.5	85	1.5	98610	0.2
25_08_2021	0	0	1320	0.0	12.9	87	1.8	98580	0.2
25_08_2021	1	1	1321	0.0	12.5	87	1.5	98550	0.2
25_08_2021	2	2	1322	0.0	12.3	88	1.6	98520	0.2
25_08_2021	3	3	1323	0.0	11.5	90	1.4	98500	0.2
25_08_2021	4	4	1324	0.0	11.1	92	1.5	98460	0.2
25_08_2021	5	5	1325	25.0	10.8	93	1	98450	0.2
25_08_2021	6	6	1326	161.1	11.6	88	1.1	98460	0.2
25_08_2021	7	7	1327	336.1	13.5	79	0.8	98450	0.2
25_08_2021	8	8	1328	500.0	15.1	73	1	98430	0.2
25_08_2021	9	9	1329	641.7	17.1	70	1.7	98420	0.2
25_08_2021	10	10	1330	641.7	18	62	1.8	98390	0.2
25_08_2021	11	11	1331	672.2	18.1	61	2.9	98340	0.2
25_08_2021	12	12	1332	786.1	20.1	51	2.7	98280	0.2
25_08_2021	13	13	1333	725.0	19.6	49	2.9	98240	0.2
25_08_2021	14	14	1334	622.2	20.6	49	2.7	98200	0.2
25_08_2021	15	15	1335	502.8	20.7	47	2	98140	0.2
25_08_2021	16	16	1336	327.8	20.7	45	1.8	98090	0.2
25_08_2021	17	17	1337	169.4	20.3	48	1.4	98060	0.2
25_08_2021	18	18	1338	33.3	19.5	51	1	98030	0.2
25_08_2021	19	19	1339	0.0	16.7	65	2.1	98030	0.2
25_08_2021	20	20	1340	0.0	16.4	65	2.7	98020	0.2
25_08_2021	21	21	1341	0.0	15.4	69	2.4	97970	0.2
25_08_2021	22	22	1342	0.0	14.8	73	2.4	97930	0.2
25_08_2021	23	23	1343	0.0	14.5	76	1.3	97910	0.2
26_08_2021	0	0	1344	0.0	14.2	78	1.9	97850	0.2
26_08_2021	1	1	1345	0.0	13.8	79	1.6	97810	0.2
26_08_2021	2	2	1346	0.0	13.4	80	1	97770	0.2
26_08_2021	3	3	1347	0.0	13.5	75	1.9	97710	0.2
26_08_2021	4	4	1348	0.0	13.5	75	2.8	97690	0.2
26_08_2021	5	5	1349	8.3	13.8	75	3	97660	0.2
26_08_2021	6	6	1350	27.8	14.2	75	2.1	97680	0.2
26_08_2021	7	7	1351	58.3	14.5	75	2.3	97700	0.2
